Minor,Year,Link,Requirements
International Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-International-Studies-Minor.html,"{'1.': 'INTST 101 or PSCI 150', '2.': 'one of PSCI 281,\xa0PSCI 387, PSCI 389', '3. two courses in the same subject from any of the following language and culture subject codes: ARABIC, ASL, CHINA, CI, CROAT, DUTCH, EASIA, FR, GER, GRK, ITAL, ITALST, JAPAN, JS, KOREA, LAT, MOHAWK, PORT, REES, RUSS, SI, SPAN': [], '4. four courses to be chosen, with at least two from the 200-level or above, and a maximum of two courses from the same subject field, from:': ['Accounting and Financial Management: AFM 121, AFM 333/ARBUS 301, AFM 334,\xa0AFM 434, AFM 478', 'Anthropology: ANTH 202, ANTH 347, ANTH 348, ANTH 465', 'Applied Language Studies: APPLS 301/GER 301', 'Arts and Business: ARBUS 301/AFM 333', 'Economics: ECON 231, ECON 332, ECON 436', 'English:\xa0ENGL 240R/SI 240R,\xa0ENGL 280, ENGL 290, ENGL 291, ENGL 463/GSJ 463', 'Environment, Resources and Sustainability: ERS 404/PSCI 432, ERS 462/GEOG 462/PSCI 488', 'Fine Arts: FINE 102/VCULT 100', 'Gender and Social Justice: GSJ 261/RS 284,\xa0GSJ 320/RS 325,\xa0GSJ 331/PACS 321, GSJ 401/HLTH 401,\xa0GSJ 463/ENGL 463', 'Geography and Environmental Management: GEOG 202, GEOG 203, GEOG 462/ERS 462/PSCI 488', 'German: GER 301/APPLS 301', 'History: HIST 232/PACS 203, HIST 268, HIST 271, HIST 275, HIST 311, HIST 369/PSCI 369', 'Human Rights: HRTS 301, HRTS 305/INDG 305', 'Indigenous Studies: INDG 305/HRTS 305', 'Legal Studies: LS 352/PHIL 328,\xa0LS 365/PSCI 375, LS 425/SOC 425, LS 461/SOC 461', 'Music: MUSIC 232, MUSIC 392', 'Peace and Conflict Studies: PACS 203/HIST 232, PACS 316/PHIL 329,\xa0PACS 321/GSJ 331, PACS 325, PACS 326/RS 380,\xa0PACS 328', 'Philosophy: PHIL 227,\xa0PHIL 328/LS 352,\xa0PHIL 329/PACS 316', 'Political Science: PSCI 252, PSCI 282, PSCI 283, PSCI 350, PSCI 369/HIST 369, PSCI 375/LS 365, PSCI 380, PSCI 384, PSCI 404, PSCI 420, PSCI 432/ERS 404, PSCI 439, PSCI 481, PSCI 482,\xa0PSCI 485, PSCI 486, PSCI 487, PSCI 488/ERS 462/GEOG 462', 'Public Health Sciences: HLTH 401', 'Religious Studies: RS 121, RS 220, RS 221/SI 221R,\xa0RS 283,\xa0RS 284/GSJ 261, RS 325/GSJ 320, RS 380/PACS 326, RS 383', 'Science: SCI 201', 'Social Development Studies: SDS 215R, SDS 288R,\xa0SDS 323R/SOCWK 322R, SDS 330R,\xa0SDS 388R, SDS 405R', 'Sociology: SOC 270, SOC 320, SOC 425/LS 425, SOC 451, SOC 461/LS 461', 'Speech Communication: SPCOM 226', 'Studies in Islam: SI 121R, SI 221R/RS 221, SI 240R/ENGL 240R', 'Visual Culture: VCULT 100/FINE 102']}"
International Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-International-Studies-Minor.html,"{'1.': 'INTST 101 or PSCI 150', '2.': 'one of PSCI 281,\xa0PSCI 387, PSCI 389/LS 366', '3. two courses in the same subject from any of the following language and culture subject codes: ARABIC, ASL, CHINA, CI, CROAT, DUTCH, EASIA, FR, GER, GRK, ITAL, ITALST, JAPAN, JS, KOREA, LAT, MOHAWK, PORT, REES, RUSS, SI, SPAN': [], '4. four courses to be chosen, with at least two from the 200-level or above, and a maximum of two courses from the same subject field, from:': ['Accounting and Financial Management: AFM 121, AFM 333/ARBUS 301, AFM 334,\xa0AFM 434, AFM 478', 'Anthropology: ANTH 202, ANTH 347, ANTH 348, ANTH 465', 'Applied Language Studies: APPLS 301/GER 301', 'Arts and Business: ARBUS 301/AFM 333', 'Communication Studies: COMMST 226', 'Economics: ECON 231, ECON 332, ECON 436', 'English:\xa0ENGL 240R/SI 240R,\xa0ENGL 280, ENGL 290, ENGL 291, ENGL 463/GSJ 463', 'Environment, Resources and Sustainability: ERS 404/PSCI 432, ERS 462/GEOG 462/PSCI 488', 'Fine Arts: FINE 102/VCULT 100', 'Gender and Social Justice: GSJ 261/RS 284,\xa0GSJ 320/RS 325,\xa0GSJ 331/PACS 321, GSJ 401/HLTH 401,\xa0GSJ 463/ENGL 463', 'Geography and Environmental Management: GEOG 202, GEOG 203, GEOG 462/ERS 462/PSCI 488', 'German: GER 301/APPLS 301', 'History: HIST 232/PACS 203, HIST 268, HIST 271, HIST 275, HIST 311, HIST 369/PSCI 369', 'Human Rights: HRTS 301, HRTS 305/INDG 305', 'Indigenous Studies: INDG 305/HRTS 305', 'Legal Studies: LS 352/PHIL 328,\xa0LS 365/PSCI 375, LS 425/SOC 425, LS 461/SOC 461', 'Music: MUSIC 232, MUSIC 392', 'Peace and Conflict Studies: PACS 203/HIST 232, PACS 316/PHIL 329,\xa0PACS 321/GSJ 331, PACS 325, PACS 326/RS 380,\xa0PACS 328', 'Philosophy: PHIL 227/INDEV 300,\xa0PHIL 328/LS 352,\xa0PHIL 329/PACS 316', 'Political Science: PSCI 252, PSCI 282, PSCI 283, PSCI 369/HIST 369, PSCI 375/LS 365, PSCI 380, PSCI 384, PSCI 404, PSCI 420, PSCI 432/ERS 404, PSCI 439, PSCI 481, PSCI 482,\xa0PSCI 485, PSCI 486, PSCI 487, PSCI 488/ERS 462/GEOG 462', 'Public Health Sciences: HLTH 401/GSJ 401', 'Religious Studies: RS 121, RS 220/PSCI 253, RS 221/SI 221R,\xa0RS 283,\xa0RS 284/GSJ 261, RS 325/GSJ 320, RS 380/PACS 326, RS 383', 'Science: SCI 201', 'Social Development Studies: SDS 215R, SDS 288R,\xa0SDS 323R/SOCWK 322R, SDS 330R,\xa0SDS 388R, SDS 405R', 'Sociology: SOC 270, SOC 320, SOC 425/LS 425, SOC 451, SOC 461/LS 461', 'Studies in Islam: SI 121R, SI 221R/RS 221, SI 240R/ENGL 240R', 'Visual Culture: VCULT 100/FINE 102']}"
International Studies in Engineering Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-International-Studies-in-Engineering-Option.html,"{'1.': 'International Experience: An experience of at least eight months outside of Canada after the completion of term 2B. This may include study terms, work terms, or terms spent as an intern in an academic institution (such as a research laboratory in a university) or with a non-government agency (such as Engineers Without Borders).', '2. Academic Courses: Six courses approved by the option co-ordinator.': [], '3. No more than three of the courses may be language skills courses.': [], '4. Courses may be taken during normal academic terms, online through the University of Waterloo, or at overseas institutions while the student is on exchange or work term. Language courses given by such organizations as the Goethe Institute may also be included.': [], '5. There is a list of approved University of Waterloo courses for the Option available on the Engineering exchange website. Most courses on the list are also approved as Complementary Studies Electives. Deviation from the list may be approved by the option co-ordinator.': [], '6. Typically, three of the courses should be completed before the international experience, and three afterwards, however, considerable flexibility in timing is allowed.': [], '7. International Report: Enrolment in and completion of the requirements for GENE 303. This consists of a report to be written after completion of the international experience component of the Option. The report may include, but is not restricted to one of the following:': ['technical, non-technical, and professional aspects of the foreign residence experience', 'socio-economic aspects of life in the foreign country', 'a discussion which compares and contrasts conditions in the country or countries involved in the international experience(s)', 'a review or analysis of the social or political histories of the country', 'trade and commercial relations with or among the country or countries involved', 'In all cases, the report must include information addressed to the needs of other students considering a similar experience.\xa0A general guideline for the report is that it should not be shorter than a co-op work report.']}"
International Studies in Engineering Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-International-Studies-in-Engineering-Option.html,"{'1.': 'International Experience: An experience of at least eight months outside of Canada after the completion of term 2B. This may include study terms, work terms, or terms spent as an intern in an academic institution (such as a research laboratory in a university) or with a non-government agency (such as Engineers Without Borders).', '2. Academic Courses: Six courses approved by the option co-ordinator.': [], '3. No more than three of the courses may be language skills courses.': [], '4. Courses may be taken during normal academic terms, online through the University of Waterloo, or at overseas institutions while the student is on exchange or work term. Language courses given by such organizations as the Goethe Institute may also be included.': [], '5. There is a list of approved University of Waterloo courses for the Option available on the Engineering exchange website. Most courses on the list are also approved as Complementary Studies Electives. Deviation from the list may be approved by the option co-ordinator.': [], '6. Typically, three of the courses should be completed before the international experience, and three afterwards, however, considerable flexibility in timing is allowed.': [], '7. International Report: Enrolment in and completion of the requirements for GENE 303. This consists of a report to be written after completion of the international experience component of the Option. The report may include, but is not restricted to one of the following:': ['technical, non-technical, and professional aspects of the foreign residence experience', 'socio-economic aspects of life in the foreign country', 'a discussion which compares and contrasts conditions in the country or countries involved in the international experience(s)', 'a review or analysis of the social or political histories of the country', 'trade and commercial relations with or among the country or countries involved', 'In all cases, the report must include information addressed to the needs of other students considering a similar experience.\xa0A general guideline for the report is that it should not be shorter than a co-op work report.']}"
International Trade Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-International-Trade-Minor-1.html,"{'1.': 'one of ECON 100, ECON 101, ECON 201,\xa0ECON 290', '2.': 'ECON 102, ECON 231', '3.': 'INTST 101 or\xa0PSCI 150', '4.': 'PSCI 283, PSCI 380', '5. two courses in the same subject from any of the following language and culture subject codes:  ARABIC, ASL, CHINA, CI, CROAT, DUTCH, EASIA, FR, GER, GRK, ITAL, ITALST, JAPAN, JS, KOREA, LAT, MOHAWK, PORT, REES, RUSS, SI, SPAN': []}"
International Trade Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-International-Trade-Minor-1.html,"{'1.': 'one of ECON 100/COMM 103, ECON 101, ECON 201,\xa0ECON 290', '2.': 'ECON 102, ECON 231', '3.': 'INTST 101 or\xa0PSCI 150', '4.': 'PSCI 283, PSCI 380', '5. two courses in the same subject from any of the following language and culture subject codes:  ARABIC, ASL, CHINA, CI, CROAT, DUTCH, EASIA, FR, GER, GRK, ITAL, ITALST, JAPAN, JS, KOREA, LAT, MOHAWK, PORT, REES, RUSS, SI, SPAN': []}"
Italian Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Italian-Studies-Minor.html,"{'1. two ITAL\xa0courses (1.0 unit)': [], '2. four ITALST courses (2.0 units)': [], '3. two courses from the following list of Italian Studies approved courses:\xa0ARCH 428\xa0(offered in Italy),\xa0ARCH 446\xa0(offered in Italy), ARCH 449\xa0(offered in Italy); CLAS 205/MEDVL 205; CLAS 232; CLAS 242/FINE 242; CLAS 252/HIST 252; CLAS 390 (when offered in Italy); FINE 212, FINE 213; HIST 351 (with permission of Italian Studies); LAT 101 or LAT 102; MUSIC 261': []}"
Italian Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Italian-Studies-Minor.html,"{'1. two ITAL\xa0courses (1.0 unit)': [], '2. four ITALST courses (2.0 units)': [], '3. two courses from the following list of Italian Studies approved courses:\xa0ARCH 428\xa0(offered in Italy),\xa0ARCH 446\xa0(offered in Italy), ARCH 449\xa0(offered in Italy); CLAS 205/MEDVL 205; CLAS 232; CLAS 242/FINE 242; CLAS 252/HIST 252; CLAS 390 (when offered in Italy); FINE 212, FINE 213; HIST 351 (with permission of Italian Studies); LAT 101 or LAT 102; MUSIC 261': []}"
Jewish Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Jewish-Studies-Minor.html,"{'1.': 'four of\xa0JS 203/RS 211, JS 209/RS 209, JS 212/RS 212,\xa0JS 215/RS 230,\xa0JS 217/RS 210, JS 218/RS 218, JS 228/RS 228,\xa0JS 233/GER 283/RS 272, JS 234/RS 234, JS 235/RS 235, JS 236/RS 236, JS 237/RS 237,\xa0JS 301, JS 314/RS 314,\xa0JS 350, JS 364/RS 364,\xa0JS 450', '2. four courses chosen from:': ['CLAS 210/HIST 210/LS 235, CLAS 325/RS 315', 'ENGL 202A', 'HIST 223, HIST 237/CLAS 237,\xa0HIST 263, HIST 341', 'PHIL 230J, PHIL 380/CLAS 361', 'RS 110, RS 121,\xa0RS 258, RS 260, RS 284/GSJ 261']}"
Jewish Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Jewish-Studies-Minor.html,"{'1.': 'four of\xa0JS 203/RS 211, JS 209/RS 209, JS 212/RS 212,\xa0JS 215/RS 230,\xa0JS 217/RS 210, JS 218/RS 218, JS 228/RS 228,\xa0JS 233/GER 283/RS 272, JS 234/RS 234, JS 235/RS 235, JS 236/RS 236, JS 237/RS 237,\xa0JS 301, JS 314/RS 314,\xa0JS 350, JS 364/RS 364,\xa0JS 450', '2. four courses chosen from:': ['CLAS 210/HIST 210/LS 235, CLAS 325/RS 315', 'ENGL 202A', 'HIST 223, HIST 237/CLAS 237,\xa0HIST 263, HIST 341', 'PHIL 230J, PHIL 380/CLAS 361', 'RS 110, RS 121,\xa0RS 258, RS 260, RS 284/GSJ 261']}"
Knowledge Integration Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENV-Knowledge-Integration-Minor1.html,"{'1.': 'INTEG 120, INTEG 121, INTEG 220, INTEG 221, INTEG 340', '2. One of:': ['Option one:', 'Museum sequence: INTEG 230 (0.25 unit), INTEG 320, INTEG 321 (0.75 unit)', 'Option two:'], '3. Three additional INTEG courses totaling 1.5 units': []}"
Knowledge Integration Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENV-Knowledge-Integration-Minor1.html,"{'1.': '4.0 units distributed as follows:', '2.': 'INTEG 120', '3.': 'INTEG 121', '4.': 'INTEG 220/PHIL 290', '5.': 'INTEG 221/PHIL 291', '6.': 'INTEG 340', '7. One of:': ['Option one:', 'Museum sequence:', 'INTEG 230 (0.25 unit)', 'INTEG 320', 'INTEG 321 (0.75 unit)', 'Option two:'], '8. 1.5 units: INTEG courses': []}"
Legal Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Legal-Studies-Minor.html,"{'1.': 'LS 101', '2.': 'SOC 101/SOC 101R', '3. three LS courses at the 200-level': [], '4. three LS courses at the 300-level\xa0or above': []}"
Legal Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Legal-Studies-Minor.html,"{'1.': 'LS 101', '2.': 'SOC 101/SOC 101R', '3. three LS courses at the 200-level': [], '4. three LS courses at the 300-level\xa0or above': []}"
Life Sciences Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-Life-Sciences-Option.html,"{'1.': 'BIOL 130', '2.': 'BIOL 239', '3.': 'BIOL 240', '4.': 'CHEM 266', '5.': 'CHEM 262 or NE 222'}"
Life Sciences Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-Life-Sciences-Option.html,"{'1.': 'BIOL 130', '2.': 'BIOL 239', '3.': 'BIOL 240', '4. One of CHEM 262, CHEM 266, NE 222': []}"
Management Sciences Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-Management-Sciences-Option.html,"{'1. The two required courses and equivalents are:': ['MSCI 211C Organizational Behaviour (F,W,S) or MSCI 311C', 'Organizational Design and Technology (F,W,S); may be replaced by PSYCH 238', 'MSCI 331â\x80\xa0 Introduction to Optimization (F,W,S); may be replaced by BME 411, CHE 521, CIVE 332, CO 250, ENVE 335, or\xa0SYDE 411'], '2. Four of the following elective courses or equivalents:': ['MSCI 211C Organizational Behaviour (F,W,S); may be replaced by PSYCH 238', 'MSCI 261B Engineering Economics: Financial Management for Engineers (F,W,S); may be replaced by AE 392, BME 364, CIVE 392, ENVE 392, GEOE 392, or SYDE 262', 'MSCI 263C', 'Managerial Economics (S); may be replaced by ECON 201', 'MSCI 311C', 'Organizational Design and Technology (F,W,S)', 'MSCI 332â\x80', 'Deterministic Optimization Models and Methods (F)', 'MSCI 411C', 'Leadership and Influence (S); may be replaced by BET 450', 'MSCI 422A', 'Economic Impact of Technological Change and Entrepreneurship (F)', 'MSCI 431â\x80', 'Stochastic Models and Methods (W)', 'MSCI 432â\x80', 'Production and Service Operations Management (F,W)', 'MSCI 433â\x80', 'Applications of Management Engineering (W)', 'MSCI 435â\x80', 'Advanced Optimization Techniques (W)', 'MSCI 442A', 'Impact of Information Systems on Organizations and Society (W)', 'MSCI 446â\x80', 'Introduction to Machine Learning (W)', 'MSCI 452â\x80', 'Decision Making Under Uncertainty (S)', 'MSCI 454D', 'Technical Entrepreneurship (W)', 'MSCI 531â\x80', 'Stochastic Processes and Decision Making (S)', 'MSCI 541â\x80', 'Search Engines (F)', 'MSCI 543â\x80', 'Analytics and User Experience', 'MSCI 546â\x80', 'Advanced Machine Learning', 'MSCI 551â\x80', 'Quality Management and Control (F)', 'MSCI 555â\x80', 'Scheduling: Theory and Practice (W)', 'MSCI 597', 'Complementary Studies Topics in Management Sciences', 'MSCI 598â\x80', 'Special Topics in Management Engineering', 'CIVE 596', 'Construction Engineering (S)', 'ECON 371', 'Business Finance 1 (F,W,S)', 'HRM 200C', 'Basic Human Resources Management (F,W,S)', 'SYDE 531â\x80', 'Design Optimization Under Probabilistic Uncertainty (W)', 'SYDE 533', 'Conflict Resolution (F)']}"
Management Sciences Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-Management-Sciences-Option.html,"{'1. The two required courses and equivalents are:': ['MSCI 211C Organizational Behaviour or MSCI 311C', 'Organizational Design and Technology; or PSYCH 238 Organizational Psychology', 'MSCI 331â\x80\xa0 Introduction to Optimization; one of BME 411, CHE 521, CIVE 332, CO 250, ENVE 335, or\xa0SYDE 411'], '2. Four of the following elective courses or equivalents:': ['MSCI 211C Organizational Behaviour; or PSYCH 238 Organizational Psychology', 'MSCI 261B Engineering Economics: Financial Management for Engineers; one of AE 392/CIVE 392/ENVE 392/GEOE 392, BME 364, or SYDE 262', 'MSCI 263C', 'Managerial Economics; or ECON 201 Microeconomic Theory for Business and Policy', 'MSCI 311C', 'Organizational Design and Technology', 'MSCI 332â\x80', 'Deterministic Optimization Models and Methods', 'MSCI 411C', 'Leadership and Influence; or BET 450 Leadership', 'MSCI 422A', 'Economic Impact of Technological Change and Entrepreneurship', 'MSCI 431â\x80', 'Stochastic Models and Methods', 'MSCI 432â\x80', 'Production and Service Operations Management', 'MSCI 433â\x80', 'Applications of Management Engineering', 'MSCI 435â\x80', 'Advanced Optimization Techniques', 'MSCI 442A', 'Impact of Information Systems on Organizations and Society', 'MSCI 446â\x80', 'Introduction to Machine Learning; or one of CS 480, ECE 457B,\xa0SYDE 522', 'MSCI 452â\x80', 'Decision Making Under Uncertainty', 'MSCI 454C', 'Technical Entrepreneurship', 'MSCI 531â\x80', 'Stochastic Processes and Decision Making', 'MSCI 541â\x80', 'Search Engines', 'MSCI 543â\x80', 'Analytics and User Experience', 'MSCI 546â\x80', 'Advanced Machine Learning', 'MSCI 551â\x80', 'Quality Management and Control', 'MSCI 555â\x80', 'Scheduling: Theory and Practice', 'MSCI 597', 'Complementary Studies Topics in Management Sciences', 'MSCI 598â\x80', 'Special Topics in Management Engineering', 'CIVE 596', 'Construction Engineering', 'ECON 371', 'Business Finance 1', 'HRM 200C', 'Basic Human Resources Management', 'SYDE 531â\x80', 'Design Optimization Under Probabilistic Uncertainty', 'SYDE 533', 'Conflict Resolution']}"
